customer_id,name,email,region,join_date
CUST0072,Customer_72,cust72@freshmart.com,South,2023-11-16
CUST0073,Customer_73,cust73@freshmart.com,North,2023-12-18
CUST0074,Customer_74,cust74@freshmart.com,South,2024-02-11
CUST0075,Customer_75,cust75@freshmart.com,North,2023-03-22
CUST0076,Customer_76,cust76@freshmart.com,South,2023-03-25
CUST0077,Customer_77,cust77@freshmart.com,West,2024-05-30
CUST0078,Customer_78,cust78@freshmart.com,West,2023-05-03
CUST0079,Customer_79,cust79@freshmart.com,East,2024-03-10
CUST0080,Customer_80,cust80@freshmart.com,West,2022-02-03
CUST0081,Customer_81,cust81@freshmart.com,East,2022-12-14
CUST0082,Customer_82,cust82@freshmart.com,West,2022-04-05
CUST0083,Customer_83,cust83@freshmart.com,North,2022-03-13
CUST0084,Customer_84,cust84@freshmart.com,West,2023-07-05
CUST0085,Customer_85,cust85@freshmart.com,East,2022-06-03
CUST0086,Customer_86,cust86@freshmart.com,East,2022-09-07
CUST0087,Customer_87,cust87@freshmart.com,South,2023-11-05
CUST0088,Customer_88,cust88@freshmart.com,North,2023-03-14
CUST0089,Customer_89,cust89@freshmart.com,West,2022-04-28
CUST0090,Customer_90,cust90@freshmart.com,South,2024-02-10
CUST0091,Customer_91,cust91@freshmart.com,West,2024-06-09
CUST0092,Customer_92,cust92@freshmart.com,West,2022-11-02
CUST0093,Customer_93,cust93@freshmart.com,South,2022-09-25
CUST0094,Customer_94,cust94@freshmart.com,South,2022-02-23
CUST0095,Customer_95,cust95@freshmart.com,South,2022-08-24
CUST0096,Customer_96,cust96@freshmart.com,South,2023-01-24
CUST0097,Customer_97,cust97@freshmart.com,South,2024-01-04
CUST0098,Customer_98,cust98@freshmart.com,West,2024-02-02
CUST0099,Customer_99,cust99@freshmart.com,South,2024-04-04
CUST0100,Customer_100,cust100@freshmart.com,North,2023-02-05
CUST0101,Customer_101,cust101@freshmart.com,East,2023-09-16
CUST0102,Customer_102,cust102@freshmart.com,South,2024-02-06
CUST0103,Customer_103,cust103@freshmart.com,South,2022-10-30
CUST0104,Customer_104,cust104@freshmart.com,West,2022-07-26
CUST0105,Customer_105,cust105@freshmart.com,South,2022-08-17
CUST0106,Customer_106,cust106@freshmart.com,South,2024-05-02
CUST0107,Customer_107,cust107@freshmart.com,South,2024-06-28
CUST0108,Customer_108,cust108@freshmart.com,West,2023-08-01
CUST0109,Customer_109,cust109@freshmart.com,South,2022-03-16
CUST0110,Customer_110,cust110@freshmart.com,East,2023-03-11
CUST0111,Customer_111,cust111@freshmart.com,West,2022-04-13
CUST0112,Customer_112,cust112@freshmart.com,East,2023-02-26
CUST0113,Customer_113,cust113@freshmart.com,West,2023-12-05
CUST0114,Customer_114,cust114@freshmart.com,South,2024-02-03
CUST0115,Customer_115,cust115@freshmart.com,East,2024-01-08
CUST0116,Customer_116,cust116@freshmart.com,West,2024-03-16
CUST0117,Customer_117,cust117@freshmart.com,North,2022-11-02
CUST0118,Customer_118,cust118@freshmart.com,South,2022-04-08
CUST0119,Customer_119,cust119@freshmart.com,West,2024-04-29
CUST0120,Customer_120,cust120@freshmart.com,North,2024-03-08
CUST0121,Customer_121,cust121@freshmart.com,West,2022-12-01
CUST0122,Customer_122,cust122@freshmart.com,North,2024-05-08
CUST0123,Customer_123,cust123@freshmart.com,South,2023-03-11
CUST0124,Customer_124,cust124@freshmart.com,East,2023-03-23
CUST0125,Customer_125,cust125@freshmart.com,North,2022-11-04
CUST0126,Customer_126,cust126@freshmart.com,West,2022-09-06
CUST0127,Customer_127,cust127@freshmart.com,South,2022-06-15
CUST0128,Customer_128,cust128@freshmart.com,North,2023-04-26
CUST0129,Customer_129,cust129@freshmart.com,West,2022-12-01
CUST0130,Customer_130,cust130@freshmart.com,West,2023-06-26
CUST0131,Customer_131,cust131@freshmart.com,West,2024-01-29
CUST0132,Customer_132,cust132@freshmart.com,North,2022-04-16
CUST0133,Customer_133,cust133@freshmart.com,North,2023-07-17
CUST0134,Customer_134,cust134@freshmart.com,North,2022-03-22
CUST0135,Customer_135,cust135@freshmart.com,East,2022-05-13
CUST0136,Customer_136,cust136@freshmart.com,North,2024-03-07
CUST0137,Customer_137,cust137@freshmart.com,North,2024-06-18
CUST0138,Customer_138,cust138@freshmart.com,North,2022-05-18
CUST0139,Customer_139,cust139@freshmart.com,East,2022-07-03
CUST0140,Customer_140,cust140@freshmart.com,North,2023-02-05
CUST0141,Customer_141,cust141@freshmart.com,West,2022-11-26
CUST0142,Customer_142,cust142@freshmart.com,North,2024-02-24
CUST0143,Customer_143,cust143@freshmart.com,West,2023-05-23
CUST0144,Customer_144,cust144@freshmart.com,West,2024-05-01
CUST0145,Customer_145,cust145@freshmart.com,West,2022-03-10
CUST0146,Customer_146,cust146@freshmart.com,East,2023-06-30
CUST0147,Customer_147,cust147@freshmart.com,East,2024-02-13
CUST0148,Customer_148,cust148@freshmart.com,East,2022-02-22
CUST0149,Customer_149,cust149@freshmart.com,North,2023-03-26
CUST0150,Customer_150,cust150@freshmart.com,West,2022-07-24
CUST0151,Customer_151,cust151@freshmart.com,East,2022-05-06
CUST0152,Customer_152,cust152@freshmart.com,East,2024-01-17
CUST0153,Customer_153,cust153@freshmart.com,North,2022-02-12
CUST0154,Customer_154,cust154@freshmart.com,East,2024-01-22
CUST0155,Customer_155,cust155@freshmart.com,North,2024-06-01
CUST0156,Customer_156,cust156@freshmart.com,South,2022-04-21
CUST0157,Customer_157,cust157@freshmart.com,East,2024-01-31
CUST0158,Customer_158,cust158@freshmart.com,South,2023-10-25
CUST0159,Customer_159,cust159@freshmart.com,North,2022-07-02
CUST0160,Customer_160,cust160@freshmart.com,West,2024-04-27
CUST0161,Customer_161,cust161@freshmart.com,East,2022-04-05
CUST0162,Customer_162,cust162@freshmart.com,North,2023-01-09
CUST0163,Customer_163,cust163@freshmart.com,West,2024-06-30
CUST0164,Customer_164,cust164@freshmart.com,West,2023-06-04
CUST0165,Customer_165,cust165@freshmart.com,South,2024-06-18
CUST0166,Customer_166,cust166@freshmart.com,North,2022-12-26
CUST0167,Customer_167,cust167@freshmart.com,West,2024-06-18
CUST0168,Customer_168,cust168@freshmart.com,East,2023-11-27
CUST0169,Customer_169,cust169@freshmart.com,East,2022-10-08
CUST0170,Customer_170,cust170@freshmart.com,South,2022-07-14
CUST0171,Customer_171,cust171@freshmart.com,West,2024-05-13
CUST0172,Customer_172,cust172@freshmart.com,North,2022-07-14
CUST0173,Customer_173,cust173@freshmart.com,East,2023-10-29
CUST0174,Customer_174,cust174@freshmart.com,West,2022-04-03
CUST0175,Customer_175,cust175@freshmart.com,West,2023-11-03
CUST0176,Customer_176,cust176@freshmart.com,South,2022-03-02
CUST0177,Customer_177,cust177@freshmart.com,East,2023-09-26
CUST0178,Customer_178,cust178@freshmart.com,East,2022-02-20
CUST0179,Customer_179,cust179@freshmart.com,North,2023-02-07
CUST0180,Customer_180,cust180@freshmart.com,East,2024-02-28
CUST0181,Customer_181,cust181@freshmart.com,North,2022-01-05
CUST0182,Customer_182,cust182@freshmart.com,East,2023-04-11
CUST0183,Customer_183,cust183@freshmart.com,South,2023-08-27
CUST0184,Customer_184,cust184@freshmart.com,East,2023-11-13
CUST0185,Customer_185,cust185@freshmart.com,North,2024-04-08
CUST0186,Customer_186,cust186@freshmart.com,North,2023-06-18
CUST0187,Customer_187,cust187@freshmart.com,South,2023-02-09
CUST0188,Customer_188,cust188@freshmart.com,East,2024-04-17
CUST0189,Customer_189,cust189@freshmart.com,East,2023-05-28
CUST0190,Customer_190,cust190@freshmart.com,South,2023-10-07
CUST0191,Customer_191,cust191@freshmart.com,East,2022-08-21
CUST0192,Customer_192,cust192@freshmart.com,East,2023-06-08
CUST0193,Customer_193,cust193@freshmart.com,North,2022-12-12
CUST0194,Customer_194,cust194@freshmart.com,East,2022-02-15
CUST0195,Customer_195,cust195@freshmart.com,East,2023-06-30
CUST0196,Customer_196,cust196@freshmart.com,South,2022-03-19
CUST0197,Customer_197,cust197@freshmart.com,South,2023-12-31
CUST0198,Customer_198,cust198@freshmart.com,West,2024-03-23
CUST0199,Customer_199,cust199@freshmart.com,North,2022-03-14
CUST0200,Customer_200,cust200@freshmart.com,East,2024-03-04
CUST0201,Customer_201,cust201@freshmart.com,East,2022-09-06
CUST0202,Customer_202,cust202@freshmart.com,West,2022-02-16
CUST0203,Customer_203,cust203@freshmart.com,East,2022-05-01
CUST0204,Customer_204,cust204@freshmart.com,North,2022-08-02
CUST0205,Customer_205,cust205@freshmart.com,West,2022-08-27
CUST0206,Customer_206,cust206@freshmart.com,North,2022-02-25
CUST0207,Customer_207,cust207@freshmart.com,West,2022-12-16
CUST0208,Customer_208,cust208@freshmart.com,West,2022-04-17
CUST0209,Customer_209,cust209@freshmart.com,South,2024-04-10
CUST0210,Customer_210,cust210@freshmart.com,North,2022-02-17
CUST0211,Customer_211,cust211@freshmart.com,East,2023-07-27
CUST0212,Customer_212,cust212@freshmart.com,East,2022-12-03
CUST0213,Customer_213,cust213@freshmart.com,North,2022-01-26
CUST0214,Customer_214,cust214@freshmart.com,East,2024-03-14
CUST0215,Customer_215,cust215@freshmart.com,East,2022-09-14
CUST0216,Customer_216,cust216@freshmart.com,North,2022-01-08
CUST0217,Customer_217,cust217@freshmart.com,West,2023-09-17
CUST0218,Customer_218,cust218@freshmart.com,North,2024-05-16
CUST0219,Customer_219,cust219@freshmart.com,West,2022-09-10
CUST0220,Customer_220,cust220@freshmart.com,East,2023-11-23
CUST0221,Customer_221,cust221@freshmart.com,East,2023-12-20
CUST0222,Customer_222,cust222@freshmart.com,East,2022-10-30
CUST0223,Customer_223,cust223@freshmart.com,South,2023-10-01
CUST0224,Customer_224,cust224@freshmart.com,West,2022-02-25
CUST0225,Customer_225,cust225@freshmart.com,South,2023-12-27
CUST0226,Customer_226,cust226@freshmart.com,South,2023-06-10
CUST0227,Customer_227,cust227@freshmart.com,North,2023-04-19
CUST0228,Customer_228,cust228@freshmart.com,South,2022-01-28
CUST0229,Customer_229,cust229@freshmart.com,North,2022-03-19
CUST0230,Customer_230,cust230@freshmart.com,North,2022-08-04
CUST0231,Customer_231,cust231@freshmart.com,South,2023-01-21
CUST0232,Customer_232,cust232@freshmart.com,West,2022-12-31
CUST0233,Customer_233,cust233@freshmart.com,West,2023-10-28
CUST0234,Customer_234,cust234@freshmart.com,West,2023-06-10
CUST0235,Customer_235,cust235@freshmart.com,West,2023-11-30
CUST0236,Customer_236,cust236@freshmart.com,West,2022-11-08
CUST0237,Customer_237,cust237@freshmart.com,South,2024-06-01
CUST0238,Customer_238,cust238@freshmart.com,South,2022-01-07
CUST0239,Customer_239,cust239@freshmart.com,East,2022-01-03
CUST0240,Customer_240,cust240@freshmart.com,West,2023-09-15
CUST0241,Customer_241,cust241@freshmart.com,South,2024-01-20
CUST0242,Customer_242,cust242@freshmart.com,East,2022-12-29
CUST0243,Customer_243,cust243@freshmart.com,West,2024-01-21
CUST0244,Customer_244,cust244@freshmart.com,North,2023-05-23
CUST0245,Customer_245,cust245@freshmart.com,East,2022-10-01
CUST0246,Customer_246,cust246@freshmart.com,South,2023-05-21
CUST0247,Customer_247,cust247@freshmart.com,North,2024-03-16
CUST0248,Customer_248,cust248@freshmart.com,North,2024-01-09
CUST0249,Customer_249,cust249@freshmart.com,North,2024-06-01
CUST0250,Customer_250,cust250@freshmart.com,East,2022-01-15
CUST0251,Customer_251,cust251@freshmart.com,South,2022-07-11
CUST0252,Customer_252,cust252@freshmart.com,North,2023-09-23
CUST0253,Customer_253,cust253@freshmart.com,West,2023-04-30
CUST0254,Customer_254,cust254@freshmart.com,North,2022-01-28
CUST0255,Customer_255,cust255@freshmart.com,North,2023-12-15
CUST0256,Customer_256,cust256@freshmart.com,East,2022-02-08
CUST0257,Customer_257,cust257@freshmart.com,East,2022-09-30
CUST0258,Customer_258,cust258@freshmart.com,South,2022-08-19
CUST0259,Customer_259,cust259@freshmart.com,West,2022-03-27
CUST0260,Customer_260,cust260@freshmart.com,East,2023-04-19
CUST0261,Customer_261,cust261@freshmart.com,North,2022-05-06
CUST0262,Customer_262,cust262@freshmart.com,South,2024-03-22
CUST0263,Customer_263,cust263@freshmart.com,North,2023-06-21
CUST0264,Customer_264,cust264@freshmart.com,North,2022-05-25
CUST0265,Customer_265,cust265@freshmart.com,East,2023-06-09
CUST0266,Customer_266,cust266@freshmart.com,South,2022-07-31
CUST0267,Customer_267,cust267@freshmart.com,West,2022-01-25
CUST0268,Customer_268,cust268@freshmart.com,West,2023-08-03
CUST0269,Customer_269,cust269@freshmart.com,East,2023-01-29
CUST0270,Customer_270,cust270@freshmart.com,East,2022-03-08
CUST0271,Customer_271,cust271@freshmart.com,South,2022-08-21
CUST0272,Customer_272,cust272@freshmart.com,West,2022-04-19
CUST0273,Customer_273,cust273@freshmart.com,West,2022-05-26
CUST0274,Customer_274,cust274@freshmart.com,West,2022-04-21
CUST0275,Customer_275,cust275@freshmart.com,North,2022-08-16
CUST0276,Customer_276,cust276@freshmart.com,West,2022-04-21
CUST0277,Customer_277,cust277@freshmart.com,North,2023-04-15
CUST0278,Customer_278,cust278@freshmart.com,South,2022-02-03
CUST0279,Customer_279,cust279@freshmart.com,North,2023-09-15
CUST0280,Customer_280,cust280@freshmart.com,South,2024-02-15
CUST0281,Customer_281,cust281@freshmart.com,West,2023-01-04
CUST0282,Customer_282,cust282@freshmart.com,West,2024-01-18
CUST0283,Customer_283,cust283@freshmart.com,South,2023-08-18
CUST0284,Customer_284,cust284@freshmart.com,East,2023-07-08
CUST0285,Customer_285,cust285@freshmart.com,South,2023-03-01
CUST0286,Customer_286,cust286@freshmart.com,East,2023-09-05
CUST0287,Customer_287,cust287@freshmart.com,North,2023-06-02
CUST0288,Customer_288,cust288@freshmart.com,North,2023-11-23
CUST0289,Customer_289,cust289@freshmart.com,North,2022-10-09
CUST0290,Customer_290,cust290@freshmart.com,West,2022-11-16
CUST0291,Customer_291,cust291@freshmart.com,North,2024-01-08
CUST0292,Customer_292,cust292@freshmart.com,East,2023-03-19
CUST0293,Customer_293,cust293@freshmart.com,North,2022-11-11
CUST0294,Customer_294,cust294@freshmart.com,South,2024-05-26
CUST0295,Customer_295,cust295@freshmart.com,South,2024-01-11
CUST0296,Customer_296,cust296@freshmart.com,West,2023-01-12
CUST0297,Customer_297,cust297@freshmart.com,South,2022-10-16
CUST0298,Customer_298,cust298@freshmart.com,East,2023-03-13
CUST0299,Customer_299,cust299@freshmart.com,North,2023-10-24
CUST0300,Customer_300,cust300@freshmart.com,West,2022-10-04
CUST0301,Customer_301,cust301@freshmart.com,North,2023-12-11
CUST0302,Customer_302,cust302@freshmart.com,North,2023-08-05
CUST0303,Customer_303,cust303@freshmart.com,East,2023-05-18
CUST0304,Customer_304,cust304@freshmart.com,South,2023-09-16
CUST0305,Customer_305,cust305@freshmart.com,South,2023-05-31
CUST0306,Customer_306,cust306@freshmart.com,North,2022-12-16
CUST0307,Customer_307,cust307@freshmart.com,West,2024-04-22
CUST0308,Customer_308,cust308@freshmart.com,South,2023-03-22
CUST0309,Customer_309,cust309@freshmart.com,West,2024-04-09
CUST0310,Customer_310,cust310@freshmart.com,South,2022-12-16
CUST0311,Customer_311,cust311@freshmart.com,West,2023-08-30
CUST0312,Customer_312,cust312@freshmart.com,East,2023-10-26
CUST0313,Customer_313,cust313@freshmart.com,West,2024-04-02
CUST0314,Customer_314,cust314@freshmart.com,East,2022-05-17
CUST0315,Customer_315,cust315@freshmart.com,East,2024-01-29
CUST0316,Customer_316,cust316@freshmart.com,West,2024-06-17
CUST0317,Customer_317,cust317@freshmart.com,East,2022-08-31
CUST0318,Customer_318,cust318@freshmart.com,North,2023-06-27
CUST0319,Customer_319,cust319@freshmart.com,East,2022-02-09
CUST0320,Customer_320,cust320@freshmart.com,South,2022-08-17
CUST0321,Customer_321,cust321@freshmart.com,West,2023-07-02
CUST0322,Customer_322,cust322@freshmart.com,North,2022-08-11
CUST0323,Customer_323,cust323@freshmart.com,West,2022-01-06
CUST0324,Customer_324,cust324@freshmart.com,South,2022-11-18
CUST0325,Customer_325,cust325@freshmart.com,South,2023-04-13
CUST0326,Customer_326,cust326@freshmart.com,South,2024-01-02
CUST0327,Customer_327,cust327@freshmart.com,East,2022-03-16
CUST0328,Customer_328,cust328@freshmart.com,East,2022-01-04
CUST0329,Customer_329,cust329@freshmart.com,West,2024-04-26
CUST0330,Customer_330,cust330@freshmart.com,West,2023-10-08
CUST0331,Customer_331,cust331@freshmart.com,North,2022-04-28
CUST0332,Customer_332,cust332@freshmart.com,North,2024-05-30
CUST0333,Customer_333,cust333@freshmart.com,West,2023-08-29
CUST0334,Customer_334,cust334@freshmart.com,East,2023-05-19
CUST0335,Customer_335,cust335@freshmart.com,South,2023-07-28
CUST0336,Customer_336,cust336@freshmart.com,West,2023-03-17
CUST0337,Customer_337,cust337@freshmart.com,North,2022-07-13
CUST0338,Customer_338,cust338@freshmart.com,East,2024-04-26
CUST0339,Customer_339,cust339@freshmart.com,West,2023-12-16
CUST0340,Customer_340,cust340@freshmart.com,West,2023-01-27
CUST0341,Customer_341,cust341@freshmart.com,East,2022-01-26
CUST0342,Customer_342,cust342@freshmart.com,West,2023-03-11
CUST0343,Customer_343,cust343@freshmart.com,East,2022-06-22
CUST0344,Customer_344,cust344@freshmart.com,South,2022-10-27
CUST0345,Customer_345,cust345@freshmart.com,East,2023-10-07
CUST0346,Customer_346,cust346@freshmart.com,East,2022-11-22
CUST0347,Customer_347,cust347@freshmart.com,East,2023-02-14
CUST0348,Customer_348,cust348@freshmart.com,West,2022-04-28
CUST0349,Customer_349,cust349@freshmart.com,West,2024-04-15
CUST0350,Customer_350,cust350@freshmart.com,East,2024-02-26
CUST0351,Customer_351,cust351@freshmart.com,West,2023-12-25
CUST0352,Customer_352,cust352@freshmart.com,North,2022-08-13
CUST0353,Customer_353,cust353@freshmart.com,North,2023-06-16
CUST0354,Customer_354,cust354@freshmart.com,West,2022-04-23
CUST0355,Customer_355,cust355@freshmart.com,West,2022-05-20
CUST0356,Customer_356,cust356@freshmart.com,East,2023-07-13
CUST0357,Customer_357,cust357@freshmart.com,South,2022-01-01
CUST0358,Customer_358,cust358@freshmart.com,West,2022-03-31
CUST0359,Customer_359,cust359@freshmart.com,North,2023-10-16
CUST0360,Customer_360,cust360@freshmart.com,East,2022-11-16
CUST0361,Customer_361,cust361@freshmart.com,West,2023-07-04
CUST0362,Customer_362,cust362@freshmart.com,North,2024-03-15
CUST0363,Customer_363,cust363@freshmart.com,North,2024-06-12
CUST0364,Customer_364,cust364@freshmart.com,South,2022-05-19
CUST0365,Customer_365,cust365@freshmart.com,East,2023-05-26
CUST0366,Customer_366,cust366@freshmart.com,East,2024-05-17
CUST0367,Customer_367,cust367@freshmart.com,South,2024-04-24
CUST0368,Customer_368,cust368@freshmart.com,South,2022-09-16
CUST0369,Customer_369,cust369@freshmart.com,East,2023-11-04
CUST0370,Customer_370,cust370@freshmart.com,East,2024-06-20
CUST0371,Customer_371,cust371@freshmart.com,West,2023-11-21
CUST0372,Customer_372,cust372@freshmart.com,West,2022-01-10
CUST0373,Customer_373,cust373@freshmart.com,South,2022-09-18
CUST0374,Customer_374,cust374@freshmart.com,West,2023-10-12
CUST0375,Customer_375,cust375@freshmart.com,North,2022-06-21
CUST0376,Customer_376,cust376@freshmart.com,West,2024-06-16
CUST0377,Customer_377,cust377@freshmart.com,West,2022-01-13
CUST0378,Customer_378,cust378@freshmart.com,North,2022-06-17
CUST0379,Customer_379,cust379@freshmart.com,South,2023-10-04
CUST0380,Customer_380,cust380@freshmart.com,North,2023-08-19
CUST0381,Customer_381,cust381@freshmart.com,West,2022-11-17
CUST0382,Customer_382,cust382@freshmart.com,South,2022-11-15
CUST0383,Customer_383,cust383@freshmart.com,West,2023-09-05
CUST0384,Customer_384,cust384@freshmart.com,North,2022-11-25
CUST0385,Customer_385,cust385@freshmart.com,North,2024-02-24
CUST0386,Customer_386,cust386@freshmart.com,West,2024-02-16
CUST0387,Customer_387,cust387@freshmart.com,East,2024-06-29
CUST0388,Customer_388,cust388@freshmart.com,East,2023-07-04
CUST0389,Customer_389,cust389@freshmart.com,North,2023-02-23
CUST0390,Customer_390,cust390@freshmart.com,North,2023-08-29
CUST0391,Customer_391,cust391@freshmart.com,East,2022-04-05
CUST0392,Customer_392,cust392@freshmart.com,East,2024-03-27
CUST0393,Customer_393,cust393@freshmart.com,West,2023-08-04
CUST0394,Customer_394,cust394@freshmart.com,West,2022-11-14
CUST0395,Customer_395,cust395@freshmart.com,East,2022-08-24
CUST0396,Customer_396,cust396@freshmart.com,West,2022-11-30
CUST0397,Customer_397,cust397@freshmart.com,West,2024-06-03
CUST0398,Customer_398,cust398@freshmart.com,South,2023-01-11
CUST0399,Customer_399,cust399@freshmart.com,West,2023-04-04
CUST0400,Customer_400,cust400@freshmart.com,North,2022-05-17
CUST0401,Customer_401,cust401@freshmart.com,West,2023-08-11
CUST0402,Customer_402,cust402@freshmart.com,West,2023-07-01
CUST0403,Customer_403,cust403@freshmart.com,East,2023-05-28
CUST0404,Customer_404,cust404@freshmart.com,North,2022-10-23
CUST0405,Customer_405,cust405@freshmart.com,West,2022-11-16
CUST0406,Customer_406,cust406@freshmart.com,West,2023-07-26
CUST0407,Customer_407,cust407@freshmart.com,South,2024-04-11
CUST0408,Customer_408,cust408@freshmart.com,West,2022-12-15
CUST0409,Customer_409,cust409@freshmart.com,West,2024-04-19
CUST0410,Customer_410,cust410@freshmart.com,South,2024-02-18
CUST0411,Customer_411,cust411@freshmart.com,East,2024-05-22
CUST0412,Customer_412,cust412@freshmart.com,West,2022-08-17
CUST0413,Customer_413,cust413@freshmart.com,South,2022-09-27
CUST0414,Customer_414,cust414@freshmart.com,North,2024-04-07
CUST0415,Customer_415,cust415@freshmart.com,East,2024-03-08
CUST0416,Customer_416,cust416@freshmart.com,North,2022-10-18
CUST0417,Customer_417,cust417@freshmart.com,North,2023-12-26
CUST0418,Customer_418,cust418@freshmart.com,South,2022-06-14
CUST0419,Customer_419,cust419@freshmart.com,West,2022-01-05
CUST0420,Customer_420,cust420@freshmart.com,South,2024-04-30
CUST0421,Customer_421,cust421@freshmart.com,South,2023-01-14
CUST0422,Customer_422,cust422@freshmart.com,South,2022-03-19
CUST0423,Customer_423,cust423@freshmart.com,South,2023-02-14
CUST0424,Customer_424,cust424@freshmart.com,East,2023-07-28
CUST0425,Customer_425,cust425@freshmart.com,West,2022-05-12
CUST0426,Customer_426,cust426@freshmart.com,North,2023-08-24
CUST0427,Customer_427,cust427@freshmart.com,North,2024-01-19
CUST0428,Customer_428,cust428@freshmart.com,West,2022-02-11
CUST0429,Customer_429,cust429@freshmart.com,North,2022-03-30
CUST0430,Customer_430,cust430@freshmart.com,West,2023-02-06
CUST0431,Customer_431,cust431@freshmart.com,North,2022-10-23
CUST0432,Customer_432,cust432@freshmart.com,South,2024-04-19
CUST0433,Customer_433,cust433@freshmart.com,North,2022-10-22
CUST0434,Customer_434,cust434@freshmart.com,West,2023-09-08
CUST0435,Customer_435,cust435@freshmart.com,West,2023-06-10
CUST0436,Customer_436,cust436@freshmart.com,West,2024-03-10
